,epoch,load.txt.data.x,load.txt.data.y,load.txt.data.z
156922,2015-06-23 11:31:28.012,-0.7684784,10.013077,0.5231323
156924,2015-06-23 11:31:28.030,-0.6958771,10.028549,0.53027344
156926,2015-06-23 11:31:28.052,-0.77323914,9.952377,0.6147766
156928,2015-06-23 11:31:28.071,-0.93510437,9.865494,0.82901
156930,2015-06-23 11:31:28.092,-1.0767365,9.65007,1.0170593
156932,2015-06-23 11:31:28.111,-1.0600739,9.469162,1.0253906
156934,2015-06-23 11:31:28.131,-0.9386749,9.460831,0.9289856
156936,2015-06-23 11:31:28.151,-0.8482208,9.627457,0.8551941
156938,2015-06-23 11:31:28.171,-0.8113251,9.796463,0.8361511
156940,2015-06-23 11:31:28.190,-0.9172516,10.023788,0.5814514
156942,2015-06-23 11:31:28.210,-1.002945,10.22731,0.25057983
156944,2015-06-23 11:31:28.230,-1.1267242,10.167801,0.051818848
156946,2015-06-23 11:31:28.250,-1.1529083,9.925003,-0.17907715
156948,2015-06-23 11:31:28.269,-1.477829,9.802414,-0.28381348
156950,2015-06-23 11:31:28.289,-1.5444794,10.128525,-0.36593628
156952,2015-06-23 11:31:28.311,-1.279068,10.762894,-1.0205383
156954,2015-06-23 11:31:28.329,-1.3540497,11.100906,-1.3371277
156956,2015-06-23 11:31:28.351,-1.574234,10.604599,-0.9967346
156958,2015-06-23 11:31:28.369,-1.8551178,10.504623,-0.9407959
156960,2015-06-23 11:31:28.390,-1.7039642,10.379654,-0.99316406
156962,2015-06-23 11:31:28.410,-1.8979645,9.911911,-0.99435425
156964,2015-06-23 11:31:28.430,-1.8741608,9.372757,-0.9098511
156966,2015-06-23 11:31:28.450,-1.772995,9.07283,-0.91937256
156968,2015-06-23 11:31:28.470,-1.6658783,8.81456,-0.819397
156970,2015-06-23 11:31:28.489,-1.5492401,8.765762,-1.0062561
156972,2015-06-23 11:31:28.509,-1.4921112,8.864548,-1.1943054
156974,2015-06-23 11:31:28.529,-1.3254852,9.243027,-1.2359619
156976,2015-06-23 11:31:28.549,-1.1624298,9.71077,-1.3537903
156978,2015-06-23 11:31:28.569,-0.86250305,9.964279,-1.422821
156980,2015-06-23 11:31:28.588,-0.48402405,9.942856,-0.73965454
156982,2015-06-23 11:31:28.608,-0.075790405,10.384415,-0.736084
156984,2015-06-23 11:31:28.628,-0.7827606,10.515335,-0.26715088
156986,2015-06-23 11:31:28.648,-1.4504547,10.2165985,0.73498535
156988,2015-06-23 11:31:28.668,-1.7610931,10.054733,1.207489
156990,2015-06-23 11:31:28.687,-1.7360992,10.186844,0.7790222
156992,2015-06-23 11:31:28.709,-2.0265045,10.286819,0.67666626
156994,2015-06-23 11:31:28.727,-2.145523,9.898819,1.4133911
156996,2015-06-23 11:31:28.747,-1.2290802,9.470352,2.0822754
156998,2015-06-23 11:31:28.767,-0.099594116,8.995468,2.4250488
157000,2015-06-23 11:31:28.788,0.7454376,8.926437,2.9570618
157002,2015-06-23 11:31:28.808,0.68473816,8.770523,3.2224731
157004,2015-06-23 11:31:28.828,-0.28883362,8.456314,2.5833435
157006,2015-06-23 11:31:28.848,-1.2814484,8.155197,1.8585205
157008,2015-06-23 11:31:28.868,-1.5754242,8.9014435,1.2360535
157010,2015-06-23 11:31:28.888,-1.2743073,10.664108,0.78497314
157012,2015-06-23 11:31:28.907,-0.73991394,12.798111,-0.056488037
157014,2015-06-23 11:31:28.927,-0.5054474,12.965927,0.4267273
157016,2015-06-23 11:31:28.947,-0.25074768,12.314896,0.33865356
157018,2015-06-23 11:31:28.967,0.061080933,10.827164,0.46243286
157020,2015-06-23 11:31:28.986,0.4002838,9.883347,0.83496094
157022,2015-06-23 11:31:29.007,0.4990692,9.296585,0.8313904
157024,2015-06-23 11:31:29.026,0.42408752,9.027603,0.8444824
157026,2015-06-23 11:31:29.046,0.22532654,8.964523,0.33984375
157028,2015-06-23 11:31:29.066,-0.10316467,8.832413,-0.21478271
157030,2015-06-23 11:31:29.086,-0.4721222,8.7348175,-0.08148193
157032,2015-06-23 11:31:29.107,-1.0172272,9.085922,0.62905884
157034,2015-06-23 11:31:29.127,-2.408554,10.555801,-0.73013306
157036,2015-06-23 11:31:29.147,-2.568039,11.12709,-0.67181396
157038,2015-06-23 11:31:29.167,-1.1017303,11.438919,0.12799072
157040,2015-06-23 11:31:29.187,0.16105652,11.085434,0.7790222
157042,2015-06-23 11:31:29.207,0.62641907,10.566513,0.68499756
157044,2015-06-23 11:31:29.226,0.15629578,10.35347,0.64334106
157046,2015-06-23 11:31:29.246,-0.66493225,10.540329,0.7468872
