,epoch,load.txt.data.x,load.txt.data.y,load.txt.data.z
247631,2015-06-23 11:46:43.003,0.77638245,9.864304,1.0968018
247633,2015-06-23 11:46:43.023,0.8108978,9.8381195,1.124176
247635,2015-06-23 11:46:43.043,0.7656708,9.71434,1.2527161
247637,2015-06-23 11:46:43.062,0.7037811,9.6584015,1.3336487
247639,2015-06-23 11:46:43.082,0.6407013,9.702438,1.361023
247641,2015-06-23 11:46:43.104,0.63713074,9.738144,1.3515015
247643,2015-06-23 11:46:43.122,0.5681,9.940475,1.4098206
247645,2015-06-23 11:46:43.144,0.43717957,10.1844635,1.4324341
247647,2015-06-23 11:46:43.163,0.32054138,10.318954,1.5431213
247649,2015-06-23 11:46:43.183,0.15034485,10.309433,1.7406921
247651,2015-06-23 11:46:43.203,0.16343689,10.201126,1.9822998
247653,2015-06-23 11:46:43.223,0.065841675,10.209457,1.9787292
247655,2015-06-23 11:46:43.243,-0.0103302,10.309433,2.0453796
247657,2015-06-23 11:46:43.263,0.09202576,10.110672,2.3274536
247659,2015-06-23 11:46:43.282,0.19676208,9.623886,2.3453064
247661,2015-06-23 11:46:43.302,0.286026,9.220413,2.1727295
247663,2015-06-23 11:46:43.322,0.38719177,9.303726,1.9680176
247665,2015-06-23 11:46:43.342,0.42051697,9.503677,1.98349
247667,2015-06-23 11:46:43.362,0.45384216,9.621506,2.0870361
247669,2015-06-23 11:46:43.382,0.6490326,9.616745,1.9668274
247671,2015-06-23 11:46:43.403,0.62046814,9.634598,1.9346924
247673,2015-06-23 11:46:43.423,0.51930237,9.786942,2.0144348
247675,2015-06-23 11:46:43.441,0.5252533,9.8892975,1.8513794
247677,2015-06-23 11:46:43.463,0.23127747,10.013077,1.8180542
247679,2015-06-23 11:46:43.482,0.1872406,9.928574,1.7466431
247681,2015-06-23 11:46:43.503,0.12773132,9.866684,1.6954651
247683,2015-06-23 11:46:43.522,0.14320374,9.923813,1.7478333
