,epoch,load.txt.data.x,load.txt.data.y,load.txt.data.z
144329,2015-06-23 11:29:20.006,-0.37095642,9.982132,0.8397217
144331,2015-06-23 11:29:20.026,-0.3650055,9.9535675,0.8563843
144333,2015-06-23 11:29:20.046,-0.31858826,9.933334,0.8313904
144335,2015-06-23 11:29:20.065,-0.34953308,9.914291,0.87423706
144337,2015-06-23 11:29:20.085,-0.34477234,9.848831,0.82543945
144339,2015-06-23 11:29:20.105,-0.3388214,9.860733,0.81591797
144341,2015-06-23 11:29:20.125,-0.34953308,9.829788,0.85162354
144343,2015-06-23 11:29:20.144,-0.3971405,9.790512,0.88494873
144345,2015-06-23 11:29:20.165,-0.38642883,9.855972,0.92422485
144347,2015-06-23 11:29:20.186,-0.36143494,9.936905,0.9063721
144349,2015-06-23 11:29:20.204,-0.37571716,9.960709,0.85876465
144351,2015-06-23 11:29:20.226,-0.41261292,9.941666,0.8468628
144353,2015-06-23 11:29:20.244,-0.40904236,9.938095,0.8528137
144355,2015-06-23 11:29:20.266,-0.3483429,10.016647,0.8563843
144357,2015-06-23 11:29:20.285,-0.22575378,10.192795,0.7635498
144359,2015-06-23 11:29:20.305,-0.1912384,10.214218,0.6719055
144361,2015-06-23 11:29:20.325,-0.207901,10.048782,0.61834717
144363,2015-06-23 11:29:20.345,-0.32572937,9.915482,0.62667847
144365,2015-06-23 11:29:20.365,-0.4221344,9.955948,0.6980896
144367,2015-06-23 11:29:20.384,-0.39118958,9.857162,0.6968994
144369,2015-06-23 11:29:20.404,-0.24241638,9.628647,0.8063965
144371,2015-06-23 11:29:20.424,-0.11506653,9.467972,0.84924316
144373,2015-06-23 11:29:20.444,-0.107925415,9.473923,0.9777832
144375,2015-06-23 11:29:20.464,-0.29478455,9.602463,0.91470337
144377,2015-06-23 11:29:20.483,-0.5197296,9.832169,0.8397217
144379,2015-06-23 11:29:20.505,-0.6173248,10.046402,0.8278198
144381,2015-06-23 11:29:20.523,-0.5280609,10.128525,0.8302002
144383,2015-06-23 11:29:20.543,-0.43641663,10.22493,0.8313904
144385,2015-06-23 11:29:20.563,-0.4149933,10.274918,0.73498535
144387,2015-06-23 11:29:20.584,-0.44117737,10.263016,0.65286255
144389,2015-06-23 11:29:20.604,-0.45783997,10.15947,0.6159668
144391,2015-06-23 11:29:20.624,-0.44355774,9.954758,0.6481018
144393,2015-06-23 11:29:20.644,-0.36857605,9.728622,0.7314148
144395,2015-06-23 11:29:20.664,-0.34120178,9.6072235,0.86590576
144397,2015-06-23 11:29:20.684,-0.37452698,9.58342,0.87542725
144399,2015-06-23 11:29:20.703,-0.44355774,9.611984,0.8540039
144401,2015-06-23 11:29:20.723,-0.4637909,9.735764,0.7730713
144403,2015-06-23 11:29:20.743,-0.39595032,9.869064,0.7706909
144405,2015-06-23 11:29:20.763,-0.36262512,9.900009,0.7659302
144407,2015-06-23 11:29:20.782,-0.3971405,9.977371,0.83258057
144409,2015-06-23 11:29:20.803,-0.406662,10.140427,0.82543945
144411,2015-06-23 11:29:20.822,-0.4149933,10.064255,0.7885437
144413,2015-06-23 11:29:20.844,-0.3400116,9.90834,0.7718811
144415,2015-06-23 11:29:20.862,-0.3388214,9.974991,0.848053
144417,2015-06-23 11:29:20.882,-0.3150177,10.066635,0.7397461
144419,2015-06-23 11:29:20.903,-0.26145935,9.958328,0.7790222
144421,2015-06-23 11:29:20.923,-0.17219543,9.759567,0.745697
144423,2015-06-23 11:29:20.943,-0.09602356,9.669113,0.80996704
144425,2015-06-23 11:29:20.963,-0.094833374,9.784561,1.0265808
144427,2015-06-23 11:29:20.983,0.0015716553,9.876205,1.1467896
144429,2015-06-23 11:29:21.003,0.039657593,9.833359,1.1027527
144431,2015-06-23 11:29:21.023,-0.15434265,9.835739,1.046814
144433,2015-06-23 11:29:21.042,-0.33525085,9.910721,1.0301514
144435,2015-06-23 11:29:21.062,-0.41856384,10.019028,1.046814
144437,2015-06-23 11:29:21.082,-0.53996277,10.113052,0.8730469
144439,2015-06-23 11:29:21.102,-0.65779114,10.252304,0.62072754
144441,2015-06-23 11:29:21.122,-0.8018036,10.441544,0.41482544
144443,2015-06-23 11:29:21.142,-0.86964417,10.580795,0.16607666
