"","epoch","load.txt.data.x","load.txt.data.y","load.txt.data.z"
"154985",2015-06-15 11:19:56.000,-0.5066376,9.757187,1.913269
"154986",2015-06-15 11:19:56.020,-0.52568054,9.769089,1.8751831
"154987",2015-06-15 11:19:56.040,-0.5292511,9.790512,1.8989868
"154988",2015-06-15 11:19:56.061,-0.48997498,9.782181,1.8597107
"154989",2015-06-15 11:19:56.081,-0.5185394,9.772659,1.8882751
"154990",2015-06-15 11:19:56.099,-0.5042572,9.801224,1.9216003
"154991",2015-06-15 11:19:56.119,-0.50187683,9.795273,1.8989868
"154992",2015-06-15 11:19:56.140,-0.5054474,9.803604,1.9370728
"154993",2015-06-15 11:19:56.160,-0.47807312,9.785751,1.9096985
"154994",2015-06-15 11:19:56.180,-0.48283386,9.770279,1.913269
"154995",2015-06-15 11:19:56.200,-0.50068665,9.7738495,1.9239807
"154996",2015-06-15 11:19:56.219,-0.4971161,9.807175,1.9596863
"154997",2015-06-15 11:19:56.239,-0.44831848,9.807175,1.9406433
"154998",2015-06-15 11:19:56.259,-0.4471283,9.795273,1.951355
"154999",2015-06-15 11:19:56.279,-0.470932,9.758377,1.913269
"155000",2015-06-15 11:19:56.299,-0.47688293,9.751236,1.9346924
"155001",2015-06-15 11:19:56.318,-0.41975403,9.765518,1.9977722
"155002",2015-06-15 11:19:56.338,-0.43522644,9.742905,1.9727783
"155003",2015-06-15 11:19:56.358,-0.41856384,9.7548065,1.9525452
"155004",2015-06-15 11:19:56.378,-0.42451477,9.764328,1.9561157
"155005",2015-06-15 11:19:56.398,-0.39476013,9.758377,1.9442139
"155006",2015-06-15 11:19:56.417,-0.40190125,9.758377,1.9227905
"155007",2015-06-15 11:19:56.437,-0.39118958,9.77504,1.8966064
"155008",2015-06-15 11:19:56.457,-0.406662,9.794083,1.9406433
"155009",2015-06-15 11:19:56.477,-0.39476013,9.788132,1.9180298
"155010",2015-06-15 11:19:56.496,-0.39595032,9.763138,1.9216003
"155011",2015-06-15 11:19:56.516,-0.4138031,9.77861,1.9477844
"155012",2015-06-15 11:19:56.536,-0.44831848,9.742905,1.9656372
"155013",2015-06-15 11:19:56.556,-0.4471283,9.771469,1.9680176
"155014",2015-06-15 11:19:56.576,-0.44950867,9.751236,2.0061035
"155015",2015-06-15 11:19:56.595,-0.44474792,9.720291,2.0061035
"155016",2015-06-15 11:19:56.615,-0.4304657,9.755997,1.9739685
"155017",2015-06-15 11:19:56.635,-0.41142273,9.767899,1.951355
"155018",2015-06-15 11:19:56.655,-0.40904236,9.759567,2.008484
"155019",2015-06-15 11:19:56.676,-0.4138031,9.7798,1.9239807
"155020",2015-06-15 11:19:56.694,-0.3804779,9.798843,1.9275513
"155021",2015-06-15 11:19:56.714,-0.39595032,9.790512,1.9442139
"155022",2015-06-15 11:19:56.734,-0.39476013,9.792892,1.9418335
"155023",2015-06-15 11:19:56.755,-0.3721466,9.786942,1.9120789
"155024",2015-06-15 11:19:56.775,-0.40904236,9.783371,1.9263611
"155025",2015-06-15 11:19:56.815,-0.3733368,9.758377,1.945404
"155026",2015-06-15 11:19:56.835,-0.37928772,9.798843,1.9061279
"155027",2015-06-15 11:19:56.855,-0.38404846,9.800034,1.8906555
"155028",2015-06-15 11:19:56.875,-0.37690735,9.791702,1.8620911
"155029",2015-06-15 11:19:56.895,-0.37809753,9.759567,1.8644714
"155030",2015-06-15 11:19:56.915,-0.3983307,9.808365,1.8728027
"155031",2015-06-15 11:19:56.936,-0.40904236,9.879776,1.9156494
"155032",2015-06-15 11:19:56.956,-0.39237976,9.802414,1.9822998
"155033",2015-06-15 11:19:56.974,-0.3888092,9.697678,2.0596619
"155034",2015-06-15 11:19:56.994,-0.6042328,9.786942,2.079895
"155035",2015-06-15 11:19:57.015,-0.5601959,9.679825,2.0834656
"155036",2015-06-15 11:19:57.035,-0.2983551,9.628647,2.066803
"155037",2015-06-15 11:19:57.055,-0.20075989,9.760757,1.9537354
"155038",2015-06-15 11:19:57.075,-0.32810974,9.897629,1.8382874
"155039",2015-06-15 11:19:57.095,-0.45307922,9.928574,1.7597351
"155040",2015-06-15 11:19:57.115,-0.49235535,10.007126,1.7192688
"155041",2015-06-15 11:19:57.134,-0.50187683,9.942856,1.739502
"155042",2015-06-15 11:19:57.154,-0.45664978,9.827408,1.8002014
"155043",2015-06-15 11:19:57.174,-0.4376068,9.688156,1.848999
"155044",2015-06-15 11:19:57.194,-0.45783997,9.6584015,1.9311218
"155045",2015-06-15 11:19:57.213,-0.5042572,9.620316,1.9335022
"155046",2015-06-15 11:19:57.233,-0.4887848,9.652451,1.945404
"155047",2015-06-15 11:19:57.253,-0.42689514,9.686966,1.9692078
"155048",2015-06-15 11:19:57.273,-0.3566742,9.750046,1.9549255
"155049",2015-06-15 11:19:57.293,-0.34358215,9.746475,1.9596863
"155050",2015-06-15 11:19:57.313,-0.2995453,9.782181,1.9299316
"155051",2015-06-15 11:19:57.334,-0.3150177,9.801224,1.8906555
"155052",2015-06-15 11:19:57.354,-0.29359436,9.825027,1.9073181
"155053",2015-06-15 11:19:57.374,-0.27217102,9.780991,1.8537598
"155054",2015-06-15 11:19:57.394,-0.30906677,9.815506,1.9096985
"155055",2015-06-15 11:19:57.413,-0.30430603,9.820267,1.9751587
"155056",2015-06-15 11:19:57.433,-0.32810974,9.846451,1.9216003
"155057",2015-06-15 11:19:57.453,-0.28526306,9.857162,1.9537354
"155058",2015-06-15 11:19:57.473,-0.35429382,9.794083,1.970398
"155059",2015-06-15 11:19:57.493,-0.39118958,9.746475,1.9263611
"155060",2015-06-15 11:19:57.513,-0.37452698,9.691727,1.9358826
"155061",2015-06-15 11:19:57.532,-0.35310364,9.688156,1.9358826
"155062",2015-06-15 11:19:57.552,-0.355484,9.729813,1.8882751
"155063",2015-06-15 11:19:57.572,-0.34477234,9.77861,1.913269
"155064",2015-06-15 11:19:57.592,-0.323349,9.802414,1.9216003
