,epoch,load.txt.data.x,load.txt.data.y,load.txt.data.z
232241,2015-06-23 11:44:08.006,-1.5206757,-1.7411957,7.832062
232243,2015-06-23 11:44:08.026,-0.34120178,6.318741,13.2247925
232245,2015-06-23 11:44:08.046,2.5771332,39.15834,-3.0700378
232247,2015-06-23 11:44:08.065,3.7339935,35.268814,-15.167084
232249,2015-06-23 11:44:08.085,-2.613266,22.376724,9.49118
232251,2015-06-23 11:44:08.105,0.41575623,32.394516,-4.0567017
232253,2015-06-23 11:44:08.125,4.089859,35.085526,-10.915741
232255,2015-06-23 11:44:08.144,3.3186188,29.47261,-2.0559998
232257,2015-06-23 11:44:08.165,0.65141296,28.747787,-3.1616821
232259,2015-06-23 11:44:08.186,-0.68992615,23.712112,-0.21240234
232261,2015-06-23 11:44:08.206,-0.17100525,17.391037,3.145111
232263,2015-06-23 11:44:08.226,0.70973206,12.241104,6.1539
232265,2015-06-23 11:44:08.246,0.9382477,8.401566,7.7904053
232267,2015-06-23 11:44:08.266,-0.6613617,4.7714996,6.1312866
232269,2015-06-23 11:44:08.285,-1.9443817,1.1247711,4.4447937
232271,2015-06-23 11:44:08.305,-1.1529083,-2.4017487,3.3474426
232273,2015-06-23 11:44:08.325,0.13130188,-5.610489,2.5881042
232275,2015-06-23 11:44:08.345,1.1334381,-7.3838654,2.098938
232277,2015-06-23 11:44:08.365,0.8965912,-6.298416,-1.1383667
232279,2015-06-23 11:44:08.385,-0.37452698,-3.7288055,-1.4073486
232281,2015-06-23 11:44:08.404,-1.1707611,-1.1092072,-1.1764526
232283,2015-06-23 11:44:08.424,-0.83750916,1.3794708,-1.2776184
232285,2015-06-23 11:44:08.444,0.20985413,3.6598663,-0.8479614
232287,2015-06-23 11:44:08.464,1.2441254,5.0928497,-0.11004639
232289,2015-06-23 11:44:08.484,1.2262726,5.2392426,0.3695984
232291,2015-06-23 11:44:08.505,0.8858795,3.600357,0.44696045
232293,2015-06-23 11:44:08.525,0.3431549,1.162857,0.7492676
232295,2015-06-23 11:44:08.545,-0.024612427,-0.973526,1.6192932
232297,2015-06-23 11:44:08.563,-0.31144714,-3.0301666,3.2974548
232299,2015-06-23 11:44:08.584,0.13130188,-4.8261566,4.319824
232301,2015-06-23 11:44:08.604,-1.1993256,-4.5369415,5.2005615
232303,2015-06-23 11:44:08.624,-2.7120514,2.4803925,9.902985
232305,2015-06-23 11:44:08.644,-5.2352448,39.15834,4.8661194
232307,2015-06-23 11:44:08.664,27.037827,39.15834,-16.509613
232309,2015-06-23 11:44:08.684,0.09559631,20.198685,9.109131
232311,2015-06-23 11:44:08.703,1.4666901,30.346207,-1.2323914
232313,2015-06-23 11:44:08.723,0.286026,36.681564,-11.271606
232315,2015-06-23 11:44:08.743,-0.45903015,30.719925,2.3286438
232317,2015-06-23 11:44:08.763,0.8061371,29.947495,-1.082428
232319,2015-06-23 11:44:08.783,0.2610321,25.450974,0.78497314
232321,2015-06-23 11:44:08.803,-0.46141052,18.856155,3.9734802
232323,2015-06-23 11:44:08.823,-0.2983551,13.338455,5.952759
232325,2015-06-23 11:44:08.844,0.3098297,8.764572,7.2095947
232327,2015-06-23 11:44:08.862,0.25508118,4.3906403,6.6180725
232329,2015-06-23 11:44:08.884,-0.48521423,0.46183777,5.4635925
